ID,LIMIT_BAL,EDUCATION,MARRIAGE,AGE,default,SEX_M,delay_count,last,max,pay_slope,last_ratio,delta_ratio,std_ratio,max_jump,cum_slope,last_3_slope
8727.0,80000.0,2.0,1.0,22.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8728.0,30000.0,2.0,2.0,45.0,1.0,True,4.0,1.0,2.0,-0.08571428571428581,,,,,,
8729.0,370000.0,1.0,1.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8730.0,50000.0,2.0,2.0,43.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8731.0,30000.0,3.0,2.0,22.0,0.0,False,1.0,0.0,2.0,0.2857142857142856,,,,,,
8732.0,200000.0,2.0,1.0,26.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8733.0,230000.0,1.0,2.0,48.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8734.0,290000.0,2.0,1.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8735.0,100000.0,2.0,2.0,39.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8736.0,80000.0,3.0,1.0,26.0,0.0,True,3.0,1.0,2.0,-0.3714285714285714,,,,,,
8737.0,90000.0,2.0,1.0,39.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
8738.0,90000.0,3.0,2.0,37.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8739.0,80000.0,2.0,1.0,26.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8740.0,260000.0,3.0,1.0,39.0,0.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
8741.0,210000.0,3.0,1.0,34.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8742.0,80000.0,2.0,2.0,26.0,1.0,False,6.0,2.0,2.0,-7.62567756383732e-17,,,,,,
8743.0,170000.0,2.0,1.0,25.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8744.0,240000.0,3.0,1.0,38.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8745.0,150000.0,3.0,1.0,32.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8746.0,220000.0,3.0,1.0,28.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8747.0,80000.0,3.0,1.0,27.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8748.0,160000.0,3.0,2.0,41.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8749.0,140000.0,2.0,2.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8750.0,130000.0,2.0,1.0,25.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8751.0,280000.0,3.0,1.0,34.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8752.0,200000.0,3.0,1.0,28.0,0.0,True,1.0,0.0,2.0,-0.17142857142857137,,,,,,
8753.0,50000.0,2.0,3.0,36.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
8754.0,150000.0,2.0,1.0,44.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8755.0,210000.0,3.0,2.0,36.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8756.0,190000.0,3.0,2.0,39.0,1.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8757.0,140000.0,3.0,1.0,28.0,0.0,False,2.0,0.0,2.0,0.457142857142857,,,,,,
8758.0,160000.0,1.0,2.0,41.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8759.0,180000.0,3.0,2.0,39.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
8760.0,20000.0,3.0,1.0,22.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8761.0,50000.0,2.0,2.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8762.0,150000.0,3.0,2.0,34.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8763.0,210000.0,1.0,2.0,33.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8764.0,500000.0,2.0,1.0,43.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8765.0,70000.0,2.0,1.0,22.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8766.0,100000.0,3.0,1.0,27.0,1.0,True,1.0,0.0,2.0,-0.17142857142857137,,,,,,
8767.0,20000.0,2.0,1.0,27.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8768.0,20000.0,2.0,1.0,23.0,0.0,True,1.0,0.0,2.0,-0.05714285714285712,,,,,,
8769.0,50000.0,2.0,1.0,25.0,1.0,True,1.0,2.0,2.0,-0.2857142857142858,,,,,,
8770.0,340000.0,1.0,1.0,27.0,0.0,False,2.0,1.0,2.0,-0.3142857142857141,,,,,,
8771.0,130000.0,3.0,1.0,29.0,0.0,True,1.0,0.0,2.0,0.17142857142857149,,,,,,
8772.0,320000.0,2.0,2.0,53.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8773.0,220000.0,3.0,2.0,41.0,1.0,False,6.0,7.0,7.0,-0.9999999999999998,,,,,,
8774.0,50000.0,1.0,2.0,24.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
8775.0,150000.0,3.0,1.0,25.0,0.0,False,1.0,0.0,2.0,0.2857142857142856,,,,,,
8776.0,500000.0,3.0,1.0,29.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8777.0,220000.0,3.0,1.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8778.0,70000.0,3.0,1.0,24.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8779.0,70000.0,2.0,1.0,24.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8780.0,360000.0,3.0,1.0,26.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8781.0,100000.0,3.0,1.0,30.0,0.0,True,1.0,2.0,2.0,-0.2857142857142858,,,,,,
8782.0,360000.0,1.0,1.0,30.0,1.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8783.0,210000.0,2.0,1.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8784.0,50000.0,2.0,2.0,34.0,0.0,False,1.0,0.0,2.0,0.17142857142857149,,,,,,
8785.0,50000.0,3.0,1.0,25.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8786.0,400000.0,3.0,1.0,30.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8787.0,290000.0,3.0,2.0,36.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8788.0,320000.0,2.0,2.0,39.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8789.0,20000.0,2.0,2.0,24.0,1.0,False,1.0,2.0,2.0,-0.2857142857142858,,,,,,
8790.0,500000.0,3.0,2.0,51.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8791.0,290000.0,3.0,2.0,40.0,0.0,True,1.0,0.0,2.0,0.2857142857142856,,,,,,
8792.0,50000.0,3.0,2.0,38.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8793.0,50000.0,3.0,2.0,60.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8794.0,390000.0,1.0,2.0,53.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8795.0,90000.0,3.0,1.0,27.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
8796.0,50000.0,1.0,2.0,53.0,0.0,False,1.0,0.0,2.0,0.2857142857142856,,,,,,
8797.0,230000.0,3.0,1.0,28.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
8798.0,70000.0,2.0,2.0,37.0,1.0,True,6.0,2.0,2.0,-7.62567756383732e-17,,,,,,
8799.0,360000.0,2.0,2.0,36.0,0.0,False,2.0,0.0,2.0,0.22857142857142848,,,,,,
8800.0,300000.0,2.0,1.0,31.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8801.0,50000.0,1.0,2.0,51.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
8802.0,80000.0,1.0,1.0,26.0,1.0,False,2.0,1.0,2.0,-0.3142857142857141,,,,,,
8803.0,10000.0,2.0,2.0,50.0,0.0,True,3.0,2.0,2.0,-0.5142857142857143,,,,,,
8804.0,10000.0,2.0,1.0,28.0,0.0,True,1.0,0.0,2.0,-0.05714285714285712,,,,,,
8805.0,140000.0,2.0,1.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8806.0,100000.0,2.0,2.0,50.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8807.0,30000.0,1.0,1.0,42.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
8808.0,280000.0,3.0,2.0,49.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8809.0,80000.0,3.0,1.0,25.0,1.0,False,4.0,1.0,2.0,0.14285714285714282,,,,,,
8810.0,30000.0,2.0,2.0,59.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8811.0,390000.0,3.0,2.0,64.0,1.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8812.0,10000.0,1.0,2.0,49.0,1.0,False,2.0,0.0,2.0,-0.22857142857142848,,,,,,
8813.0,70000.0,3.0,2.0,49.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
8814.0,160000.0,2.0,1.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8815.0,80000.0,2.0,2.0,51.0,0.0,False,6.0,1.0,2.0,0.14285714285714296,,,,,,
8816.0,30000.0,2.0,1.0,24.0,1.0,True,1.0,0.0,2.0,-0.05714285714285712,,,,,,
8817.0,200000.0,2.0,2.0,40.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8818.0,60000.0,3.0,1.0,24.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
8819.0,220000.0,3.0,2.0,36.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8820.0,30000.0,3.0,2.0,41.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8821.0,60000.0,3.0,1.0,33.0,1.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
8822.0,30000.0,2.0,1.0,23.0,1.0,False,6.0,3.0,3.0,-0.22857142857142843,,,,,,
8823.0,180000.0,3.0,1.0,36.0,0.0,True,1.0,0.0,2.0,0.2857142857142856,,,,,,
8824.0,430000.0,3.0,2.0,34.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8825.0,190000.0,2.0,1.0,28.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
8826.0,20000.0,1.0,3.0,39.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8827.0,150000.0,3.0,2.0,48.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8828.0,140000.0,2.0,1.0,61.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8829.0,200000.0,3.0,2.0,40.0,0.0,True,1.0,0.0,2.0,-0.05714285714285712,,,,,,
8830.0,240000.0,3.0,1.0,35.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8831.0,50000.0,2.0,2.0,33.0,0.0,True,1.0,2.0,2.0,-0.2857142857142858,,,,,,
8832.0,50000.0,2.0,2.0,37.0,1.0,True,4.0,0.0,2.0,0.45714285714285724,,,,,,
8833.0,470000.0,2.0,1.0,34.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8834.0,90000.0,2.0,2.0,37.0,0.0,True,1.0,2.0,2.0,-0.2857142857142858,,,,,,
8835.0,420000.0,3.0,2.0,45.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8836.0,430000.0,2.0,2.0,32.0,0.0,False,1.0,0.0,2.0,0.05714285714285723,,,,,,
8837.0,150000.0,0.0,1.0,27.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8838.0,450000.0,3.0,2.0,35.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8839.0,220000.0,2.0,2.0,41.0,0.0,False,2.0,1.0,2.0,-0.3142857142857141,,,,,,
8840.0,150000.0,3.0,1.0,35.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8841.0,120000.0,3.0,1.0,31.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8842.0,80000.0,3.0,2.0,32.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8843.0,230000.0,2.0,1.0,32.0,0.0,False,2.0,1.0,2.0,-0.3142857142857141,,,,,,
8844.0,40000.0,1.0,2.0,24.0,0.0,False,6.0,1.0,8.0,0.1428571428571437,,,,,,
8845.0,300000.0,2.0,2.0,66.0,0.0,False,2.0,1.0,2.0,-0.20000000000000004,,,,,,
8846.0,360000.0,2.0,2.0,51.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8847.0,50000.0,3.0,1.0,22.0,1.0,False,3.0,2.0,2.0,-0.5142857142857143,,,,,,
8848.0,200000.0,3.0,1.0,33.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8849.0,170000.0,2.0,2.0,38.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8850.0,100000.0,1.0,1.0,56.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8851.0,20000.0,3.0,1.0,21.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8852.0,20000.0,1.0,1.0,24.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8853.0,210000.0,2.0,2.0,36.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8854.0,50000.0,2.0,1.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8855.0,50000.0,2.0,1.0,42.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8856.0,120000.0,2.0,1.0,26.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
8857.0,80000.0,1.0,2.0,52.0,1.0,False,6.0,2.0,3.0,0.08571428571428585,,,,,,
8858.0,190000.0,3.0,1.0,29.0,1.0,True,4.0,1.0,2.0,0.028571428571428692,,,,,,
8859.0,180000.0,3.0,1.0,31.0,1.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8860.0,180000.0,3.0,1.0,29.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
8861.0,110000.0,2.0,1.0,26.0,0.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
8862.0,220000.0,3.0,1.0,35.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8863.0,80000.0,2.0,1.0,22.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8864.0,200000.0,3.0,2.0,40.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8865.0,60000.0,3.0,2.0,51.0,1.0,True,2.0,0.0,3.0,0.2571428571428573,,,,,,
8866.0,500000.0,3.0,2.0,42.0,1.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8867.0,300000.0,3.0,1.0,33.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8868.0,150000.0,3.0,2.0,30.0,1.0,False,1.0,2.0,2.0,-0.2857142857142858,,,,,,
8869.0,90000.0,2.0,1.0,24.0,0.0,False,3.0,1.0,2.0,-0.14285714285714274,,,,,,
8870.0,240000.0,3.0,2.0,44.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
8871.0,190000.0,2.0,2.0,45.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8872.0,80000.0,3.0,1.0,37.0,0.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8873.0,500000.0,2.0,1.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8874.0,360000.0,3.0,1.0,42.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8875.0,60000.0,1.0,1.0,24.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8876.0,140000.0,3.0,1.0,25.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8877.0,50000.0,2.0,2.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8878.0,30000.0,1.0,2.0,41.0,1.0,True,6.0,1.0,2.0,0.14285714285714296,,,,,,
8879.0,150000.0,1.0,2.0,28.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8880.0,180000.0,2.0,2.0,26.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8881.0,660000.0,2.0,1.0,33.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8882.0,210000.0,3.0,1.0,28.0,0.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8883.0,230000.0,0.0,1.0,52.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8884.0,100000.0,2.0,2.0,24.0,1.0,True,6.0,1.0,2.0,0.14285714285714296,,,,,,
8885.0,50000.0,1.0,2.0,43.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8886.0,340000.0,2.0,2.0,38.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8888.0,220000.0,3.0,2.0,43.0,0.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
8889.0,170000.0,2.0,2.0,30.0,1.0,False,1.0,0.0,2.0,0.2857142857142856,,,,,,
8890.0,280000.0,2.0,1.0,26.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8891.0,370000.0,3.0,2.0,39.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8892.0,450000.0,3.0,1.0,36.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
8893.0,130000.0,2.0,1.0,28.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8894.0,400000.0,3.0,2.0,32.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8895.0,90000.0,3.0,1.0,29.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8896.0,450000.0,3.0,2.0,33.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8897.0,130000.0,2.0,1.0,33.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8898.0,20000.0,3.0,1.0,24.0,0.0,False,2.0,0.0,2.0,0.11428571428571419,,,,,,
8899.0,50000.0,2.0,2.0,27.0,1.0,False,2.0,2.0,2.0,-0.45714285714285724,,,,,,
8900.0,200000.0,2.0,1.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8901.0,150000.0,3.0,1.0,55.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8902.0,250000.0,3.0,1.0,40.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8903.0,270000.0,3.0,2.0,47.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8904.0,260000.0,3.0,1.0,36.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8905.0,110000.0,2.0,2.0,34.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8906.0,50000.0,2.0,1.0,25.0,0.0,True,6.0,2.0,4.0,-0.0285714285714286,,,,,,
8907.0,200000.0,2.0,2.0,49.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8908.0,60000.0,2.0,1.0,25.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8909.0,200000.0,2.0,2.0,46.0,0.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8910.0,50000.0,1.0,2.0,38.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8911.0,70000.0,3.0,1.0,22.0,0.0,False,3.0,3.0,3.0,-0.6571428571428575,,,,,,
8912.0,50000.0,3.0,1.0,24.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8913.0,230000.0,1.0,1.0,34.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8914.0,20000.0,2.0,2.0,45.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8915.0,330000.0,2.0,1.0,28.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8916.0,50000.0,1.0,1.0,51.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
8917.0,460000.0,3.0,2.0,42.0,0.0,True,1.0,0.0,2.0,0.2857142857142856,,,,,,
8918.0,30000.0,2.0,1.0,27.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
8919.0,200000.0,1.0,1.0,30.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8920.0,50000.0,3.0,1.0,23.0,1.0,True,3.0,2.0,3.0,-0.6000000000000001,,,,,,
8921.0,50000.0,2.0,2.0,38.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8922.0,200000.0,2.0,2.0,33.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8923.0,360000.0,3.0,1.0,38.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8924.0,230000.0,3.0,1.0,43.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8925.0,200000.0,2.0,2.0,34.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8926.0,20000.0,1.0,2.0,51.0,1.0,True,2.0,0.0,2.0,0.457142857142857,,,,,,
8927.0,200000.0,2.0,2.0,41.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8928.0,30000.0,3.0,1.0,27.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8929.0,360000.0,3.0,2.0,31.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8930.0,10000.0,2.0,1.0,29.0,1.0,True,6.0,2.0,3.0,0.0857142857142858,,,,,,
8931.0,180000.0,2.0,2.0,34.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8932.0,270000.0,2.0,1.0,31.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8933.0,240000.0,2.0,1.0,42.0,1.0,False,3.0,1.0,2.0,-0.3714285714285714,,,,,,
8934.0,280000.0,2.0,1.0,43.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8935.0,330000.0,2.0,2.0,34.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8936.0,200000.0,1.0,1.0,46.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8937.0,100000.0,1.0,1.0,36.0,0.0,True,2.0,2.0,2.0,-2.5109165672732647e-16,,,,,,
8938.0,170000.0,3.0,1.0,30.0,1.0,False,1.0,2.0,2.0,-0.2857142857142858,,,,,,
8939.0,210000.0,3.0,1.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8940.0,100000.0,2.0,1.0,26.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8941.0,200000.0,1.0,2.0,67.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8942.0,230000.0,2.0,1.0,30.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8943.0,90000.0,1.0,1.0,35.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8944.0,170000.0,2.0,2.0,28.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8945.0,100000.0,2.0,2.0,42.0,1.0,False,2.0,2.0,2.0,-0.45714285714285724,,,,,,
8946.0,20000.0,1.0,1.0,24.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8947.0,50000.0,1.0,2.0,53.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8948.0,180000.0,1.0,1.0,40.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
8949.0,60000.0,2.0,2.0,28.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
8950.0,80000.0,2.0,2.0,39.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8951.0,350000.0,3.0,2.0,30.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8952.0,20000.0,1.0,2.0,28.0,0.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8953.0,160000.0,1.0,2.0,30.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8954.0,150000.0,1.0,1.0,29.0,1.0,True,6.0,1.0,3.0,0.05714285714285726,,,,,,
8955.0,150000.0,1.0,2.0,44.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8956.0,50000.0,2.0,1.0,46.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8957.0,500000.0,3.0,2.0,45.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8958.0,480000.0,2.0,2.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8959.0,340000.0,3.0,1.0,44.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
8960.0,180000.0,3.0,2.0,47.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
8961.0,50000.0,1.0,3.0,45.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8962.0,360000.0,3.0,1.0,31.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8963.0,350000.0,1.0,2.0,31.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8964.0,180000.0,2.0,1.0,30.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8965.0,50000.0,3.0,2.0,34.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8966.0,70000.0,2.0,2.0,31.0,1.0,False,2.0,0.0,2.0,0.457142857142857,,,,,,
8967.0,40000.0,1.0,1.0,23.0,1.0,False,3.0,2.0,2.0,-0.5142857142857143,,,,,,
8968.0,270000.0,3.0,2.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8969.0,70000.0,2.0,1.0,23.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8970.0,280000.0,3.0,1.0,41.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8971.0,260000.0,2.0,2.0,42.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8972.0,20000.0,3.0,1.0,23.0,1.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
8973.0,80000.0,3.0,1.0,26.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
8974.0,20000.0,1.0,2.0,27.0,0.0,True,3.0,1.0,3.0,-0.457142857142857,,,,,,
8975.0,290000.0,3.0,1.0,37.0,1.0,True,1.0,2.0,2.0,-0.2857142857142858,,,,,,
8976.0,180000.0,2.0,1.0,33.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8977.0,250000.0,3.0,2.0,43.0,0.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
8978.0,230000.0,3.0,1.0,30.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8979.0,240000.0,2.0,1.0,41.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8980.0,190000.0,2.0,2.0,34.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8981.0,200000.0,3.0,1.0,29.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8982.0,30000.0,2.0,1.0,43.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8983.0,180000.0,1.0,1.0,42.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8984.0,210000.0,3.0,1.0,33.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
8985.0,30000.0,2.0,2.0,34.0,1.0,False,2.0,0.0,3.0,0.3714285714285712,,,,,,
8986.0,60000.0,2.0,1.0,44.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8987.0,200000.0,3.0,2.0,29.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
8988.0,150000.0,3.0,1.0,35.0,1.0,False,2.0,0.0,2.0,1.466073469136966e-16,,,,,,
8989.0,130000.0,3.0,2.0,41.0,1.0,False,3.0,0.0,2.0,0.1714285714285716,,,,,,
8990.0,210000.0,2.0,2.0,34.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8991.0,140000.0,2.0,2.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8992.0,80000.0,2.0,2.0,39.0,1.0,False,2.0,1.0,2.0,-0.3142857142857141,,,,,,
8993.0,240000.0,3.0,2.0,36.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
8994.0,50000.0,1.0,1.0,44.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
